1081043;XY-ZMF;;8570;22-04-2010;0.5034722222222222;Maintenance;advanced condition failed
1085022;XY-LYP;;7932;01-05-2012;0.35624999999999996;Maintenance;advanced condition failed
1085054;XY-OZH;;5410;27-12-2013;1.0;Maintenance;advanced condition failed
1086048;XY-YTM;;2721;06-01-2010;0.5819444444444444;Maintenance;advanced condition failed
1087025;XY-ZWJ;;7334;24-07-2013;1.0;Maintenance;advanced condition failed
1087071;XY-ZMF;;5512;21-08-2011;1.0;Maintenance;advanced condition failed
1088082;XY-NHZ;;2210;04-01-2010;1.0;Maintenance;advanced condition failed
1091021;XY-OHF;;3446;17-01-2010;0.8430555555555556;Maintenance;advanced condition failed
1091053;XY-ZMF;;5324;27-09-2015;0.8319444444444444;Maintenance;advanced condition failed
1091061;XY-YTM;;2250;21-02-2014;1.0;Maintenance;advanced condition failed
1093061;XY-CMJ;;2797;06-04-2015;0.34652777777777777;Maintenance;advanced condition failed
1096058;XY-NHZ;;5340;01-08-2015;0.40069444444444446;Maintenance;advanced condition failed
1096064;XY-NMY;;1400;08-07-2015;0.20833333333333334;Maintenance;advanced condition failed
154805;XY-ZDY;;2350;04-06-2011;1.0;Maintenance;advanced condition failed
1100071;XY-IOO;;8540;17-01-2014;0.6256944444444444;Maintenance;advanced condition failed
1101015;XY-OHF;;3060;06-07-2011;1.0;Maintenance;advanced condition failed
1101041;XY-OHF;;7270;18-01-2013;0.8604166666666667;Maintenance;advanced condition failed
155208;XY-OFW;;5512;23-12-2011;1.0;Maintenance;advanced condition failed
1102012;XY-OHF;;8120;12-10-2012;1.0;Maintenance;advanced condition failed
1102027;XY-CMJ;;3530;05-04-2015;1.0;Maintenance;advanced condition failed
1102083;XY-MBJ;;2562;10-03-2015;0.8784722222222222;Maintenance;advanced condition failed
1108044;XY-OZH;;5531;25-12-2013;0.40625;Maintenance;advanced condition failed
1108054;XY-LQZ;;2911;07-01-2016;0.9750000000000001;Maintenance;advanced condition failed
1109038;XY-IOO;;6123;09-03-2013;0.7201388888888889;Maintenance;advanced condition failed
1112041;XY-OHF;;3210;30-06-2011;0.6597222222222222;Maintenance;advanced condition failed
1116025;XY-ALV;;7210;16-11-2013;1.0;Maintenance;advanced condition failed
156905;XY-LQZ;;3200;10-05-2015;0.5027777777777778;Maintenance;advanced condition failed
157006;XY-OHF;;8120;18-01-2010;0.42500000000000004;Maintenance;advanced condition failed
1121048;XY-YTM;;3233;14-02-2014;1.0;Maintenance;advanced condition failed
1122094;XY-NHZ;;2997;27-01-2016;1.0;Maintenance;advanced condition failed
1123091;XY-LQZ;;2750;16-08-2014;0.4756944444444444;Maintenance;advanced condition failed
1124093;XY-LQZ;;2622;11-08-2014;1.0;Maintenance;advanced condition failed
1126048;XY-JXR;;6300;25-01-2016;1.0;Maintenance;advanced condition failed
1127053;XY-YTM;;4920;14-02-2014;1.0;Maintenance;advanced condition failed
157807;XY-ZWJ;;2564;18-04-2013;0.09861111111111111;Maintenance;advanced condition failed
1128038;XY-ALV;;5543;13-04-2010;1.0;Maintenance;advanced condition failed
1130014;XY-OFW;;6240;12-06-2014;0.9923611111111111;Maintenance;advanced condition failed
1131012;XY-ZWJ;;2830;21-11-2016;1.0;Maintenance;advanced condition failed
1136065;XY-PZC;;6210;19-10-2012;0.17916666666666667;Maintenance;advanced condition failed
1139017;XY-ZMF;;6797;11-04-2010;1.0;Maintenance;advanced condition failed
1139039;XY-ALV;;5541;21-04-2016;1.0;Maintenance;advanced condition failed
1141056;XY-YTM;;5411;17-02-2014;0.06111111111111111;Maintenance;advanced condition failed
1142036;XY-NHZ;;1100;05-03-2015;1.0;Maintenance;advanced condition failed
1144085;XY-ZMF;;2824;21-11-2010;0.3201388888888889;Maintenance;advanced condition failed
1147037;XY-ZMF;;5315;27-09-2015;1.0;Maintenance;advanced condition failed
1148016;XY-ZDY;;3452;04-06-2011;0.06875;Maintenance;advanced condition failed
1148034;XY-NHZ;;2731;05-10-2015;0.48541666666666666;Maintenance;advanced condition failed
1148036;XY-ALV;;3446;15-04-2010;1.0;Maintenance;advanced condition failed
1151076;XY-PZC;;2917;14-06-2016;0.4597222222222222;Maintenance;advanced condition failed
1152052;XY-MBJ;;7170;01-12-2011;0.0763888888888889;Maintenance;advanced condition failed
1153056;XY-LYP;;1410;25-04-2012;0.6784722222222221;Maintenance;advanced condition failed
1156025;XY-NMY;;3442;16-07-2015;0.8638888888888889;Maintenance;advanced condition failed
1156066;XY-OFW;;2163;26-04-2014;0.7375;Maintenance;advanced condition failed
1171066;XY-ZDY;;5610;20-10-2015;1.0;Maintenance;advanced condition failed
1171075;XY-IWX;;3797;09-02-2011;1.0;Maintenance;advanced condition failed
1171077;XY-ZDY;;6130;02-06-2011;1.0;Maintenance;advanced condition failed
1172014;XY-IOO;;6730;24-04-2015;0.7652777777777777;Maintenance;advanced condition failed
1173048;XY-ZMF;;3130;08-10-2015;1.0;Maintenance;advanced condition failed
1175059;XY-ZDY;;8010;16-06-2013;1.0;Maintenance;advanced condition failed
1178041;XY-ZWJ;;7322;03-01-2010;1.0;Maintenance;advanced condition failed
162908;XY-LQZ;;2820;04-08-2014;0.6048611111111112;Maintenance;advanced condition failed
1179047;XY-MBJ;;2134;13-11-2010;0.6729166666666666;Maintenance;advanced condition failed
1179052;XY-ZWJ;;2214;19-10-2014;0.49930555555555556;Maintenance;advanced condition failed
1181048;XY-ZMF;;3230;18-04-2013;0.34375;Maintenance;advanced condition failed
1183065;XY-FBA;;2410;08-02-2012;0.6625;Maintenance;advanced condition failed
1185097;XY-PZC;;2550;21-11-2015;1.0;Maintenance;advanced condition failed
163706;XY-YTM;;3070;30-04-2016;0.5555555555555555;Maintenance;advanced condition failed
1187066;XY-ZMF;;7250;05-10-2015;0.4986111111111111;Maintenance;advanced condition failed
1188024;XY-MBJ;;8120;02-01-2010;0.10625;Maintenance;advanced condition failed
1190069;XY-NMY;;3212;12-07-2010;1.0;Maintenance;advanced condition failed
1191015;XY-ZMF;;4900;08-01-2010;1.0;Maintenance;advanced condition failed
1191077;XY-ZMF;;5533;21-01-2010;0.4527777777777778;Maintenance;advanced condition failed
164406;XY-LYP;;6322;15-06-2012;0.5173611111111112;Maintenance;advanced condition failed
1195049;XY-YTM;;2824;12-04-2014;1.0;Maintenance;advanced condition failed
1196080;XY-IWX;;8197;10-02-2011;0.225;Maintenance;advanced condition failed
